-182.527, 65.184, 2.937,  7.606
-182.521, 65.086, 2.947,  7.639
-182.516, 64.988, 2.957,  7.672
-182.510, 64.889, 2.967,  7.705
-182.505, 64.790, 2.977,  7.738
-182.499, 64.691, 2.987,  7.771
-182.493, 64.591, 2.997,  7.804
-182.488, 64.491, 3.007,  7.837
-182.482, 64.391, 3.018,  7.870
-182.477, 64.290, 3.028,  7.903
-182.471, 64.189, 3.038,  7.936
-182.466, 64.088, 3.048,  7.969
-182.460, 63.986, 3.059,  8.002
-182.455, 63.884, 3.069,  8.035
-182.449, 63.782, 3.080,  8.068
-182.444, 63.679, 3.090,  8.101
-182.438, 63.576, 3.101,  8.134
-182.433, 63.472, 3.111,  8.167
-182.427, 63.368, 3.122,  8.200
-182.422, 63.264, 3.132,  8.233
-182.417, 63.160, 3.143,  8.266
-182.411, 63.055, 3.153,  8.299
-182.406, 62.950, 3.163,  8.332
-182.400, 62.844, 3.174,  8.365
-182.395, 62.738, 3.185,  8.398
-182.389, 62.632, 3.196,  8.431
-182.384, 62.525, 3.207,  8.464
-182.379, 62.418, 3.218,  8.497
-182.373, 62.311, 3.229,  8.530
-182.368, 62.203, 3.240,  8.563
-182.363, 62.095, 3.250,  8.596
-182.357, 61.986, 3.261,  8.629
-182.352, 61.877, 3.272,  8.662
-182.347, 61.768, 3.283,  8.695
-182.341, 61.659, 3.294,  8.728
-182.336, 61.549, 3.304,  8.761
-182.331, 61.438, 3.315,  8.794
-182.325, 61.328, 3.327,  8.827
-182.320, 61.217, 3.338,  8.860
-182.315, 61.105, 3.350,  8.893
-182.310, 60.993, 3.362,  8.926
-182.305, 60.881, 3.373,  8.959
-182.299, 60.769, 3.384,  8.992
-182.294, 60.656, 3.396,  9.025
-182.289, 60.542, 3.407,  9.058
-182.284, 60.429, 3.418,  9.091
-182.279, 60.314, 3.430,  9.124
-182.273, 60.200, 3.441,  9.157
-182.268, 60.085, 3.453,  9.190
-182.263, 59.970, 3.464,  9.223
-182.258, 59.854, 3.476,  9.256
-182.253, 59.738, 3.488,  9.289
-182.248, 59.622, 3.500,  9.322
-182.243, 59.505, 3.512,  9.355
-182.238, 59.388, 3.523,  9.388
-182.233, 59.270, 3.535,  9.421
-182.228, 59.152, 3.547,  9.454
-182.223, 59.033, 3.558,  9.487
-182.218, 58.915, 3.570,  9.520
-182.213, 58.795, 3.582,  9.553
-182.208, 58.676, 3.595,  9.586
-182.203, 58.556, 3.607,  9.619
-182.197, 58.435, 3.620,  9.652
-182.193, 58.314, 3.632,  9.685
-182.188, 58.193, 3.644,  9.718
-182.183, 58.071, 3.656,  9.751
-182.178, 57.949, 3.668,  9.784
-182.173, 57.827, 3.679,  9.817
-182.168, 57.704, 3.691,  9.850
-182.163, 57.581, 3.704,  9.883
-182.158, 57.457, 3.717,  9.916
-182.153, 57.333, 3.730,  9.949
-182.148, 57.208, 3.743,  9.982
-182.144, 57.083, 3.756, 10.015
-182.139, 56.958, 3.769, 10.048
-182.134, 56.832, 3.781, 10.081
-182.129, 56.706, 3.794, 10.114
-182.124, 56.579, 3.806, 10.147
-182.120, 56.452, 3.818, 10.180
-182.115, 56.325, 3.830, 10.213
-182.110, 56.197, 3.843, 10.246
-182.105, 56.068, 3.857, 10.279
-182.101, 55.940, 3.870, 10.312
-182.096, 55.810, 3.883, 10.345
-182.091, 55.681, 3.896, 10.378
-182.087, 55.550, 3.909, 10.411
-182.082, 55.420, 3.922, 10.444
-182.077, 55.289, 3.935, 10.477
-182.072, 55.158, 3.948, 10.510
-182.068, 55.026, 3.961, 10.543
-182.063, 54.893, 3.975, 10.576
-182.059, 54.761, 3.988, 10.609
-182.054, 54.627, 4.002, 10.642
-182.050, 54.494, 4.015, 10.675
-182.045, 54.360, 4.028, 10.708
-182.040, 54.225, 4.042, 10.741
-182.036, 54.090, 4.055, 10.774
-182.031, 53.955, 4.069, 10.807
-182.027, 53.819, 4.082, 10.840
-182.023, 53.682, 4.096, 10.873
-182.018, 53.546, 4.109, 10.906
-182.014, 53.408, 4.123, 10.939
-182.009, 53.271, 4.137, 10.972
-182.005, 53.133, 4.150, 11.005
-182.000, 52.994, 4.164, 11.038
-181.996, 52.855, 4.178, 11.071
-181.992, 52.715, 4.193, 11.104
-181.987, 52.575, 4.207, 11.137
-181.983, 52.435, 4.221, 11.170
-181.979, 52.294, 4.235, 11.203
-181.974, 52.152, 4.249, 11.236
-181.970, 52.010, 4.263, 11.269
-181.966, 51.868, 4.277, 11.302
-181.961, 51.725, 4.291, 11.335
-181.957, 51.582, 4.306, 11.368
-181.953, 51.438, 4.320, 11.401
-181.949, 51.294, 4.335, 11.434
-181.944, 51.149, 4.350, 11.467
-181.940, 51.003, 4.364, 11.500
-181.936, 50.858, 4.379, 11.533
-181.932, 50.711, 4.393, 11.566
-181.928, 50.565, 4.407, 11.599
-181.924, 50.417, 4.422, 11.632
-181.919, 50.270, 4.436, 11.665
-181.915, 50.122, 4.451, 11.698
-181.911, 49.973, 4.467, 11.731
-181.907, 49.824, 4.482, 11.764
-181.903, 49.674, 4.497, 11.797
-181.899, 49.524, 4.511, 11.830
-181.895, 49.373, 4.526, 11.863
-181.891, 49.222, 4.541, 11.896
-181.887, 49.070, 4.557, 11.929
-181.883, 48.918, 4.572, 11.962
-181.879, 48.765, 4.588, 11.995
-181.875, 48.612, 4.603, 12.028
-181.871, 48.458, 4.618, 12.061
-181.867, 48.304, 4.633, 12.094
-181.864, 48.149, 4.649, 12.127
-181.860, 47.994, 4.664, 12.160
-181.856, 47.838, 4.680, 12.193
-181.852, 47.682, 4.695, 12.226
-181.848, 47.525, 4.711, 12.259
-181.844, 47.367, 4.727, 12.292
-181.841, 47.209, 4.742, 12.325
-181.837, 47.051, 4.758, 12.358
-181.833, 46.892, 4.774, 12.391
-181.829, 46.732, 4.790, 12.424
-181.826, 46.572, 4.806, 12.457
-181.822, 46.412, 4.822, 12.490
-181.818, 46.251, 4.838, 12.523
-181.815, 46.089, 4.854, 12.556
-181.811, 45.927, 4.871, 12.589
-181.807, 45.764, 4.887, 12.622
-181.803, 45.601, 4.904, 12.655
-181.800, 45.437, 4.920, 12.688
-181.796, 45.273, 4.937, 12.721
-181.793, 45.108, 4.953, 12.754
-181.789, 44.942, 4.969, 12.787
-181.786, 44.776, 4.985, 12.820
-181.782, 44.610, 5.001, 12.853
-181.778, 44.443, 5.018, 12.886
-181.775, 44.275, 5.035, 12.919
-181.771, 44.107, 5.052, 12.952
-181.768, 43.938, 5.069, 12.985
-181.765, 43.769, 5.086, 13.018
-181.761, 43.599, 5.099, 13.051
-181.758, 43.429, 5.101, 13.084
-181.754, 43.259, 5.085, 13.117
-181.751, 43.091, 5.070, 13.150
-181.748, 42.922, 5.065, 13.183
-181.744, 42.753, 5.073, 13.216
-181.741, 42.584, 5.093, 13.249
-181.738, 42.413, 5.127, 13.282
-181.735, 42.241, 5.173, 13.315
-181.731, 42.066, 5.231, 13.348
-181.728, 41.890, 5.295, 13.381
-181.725, 41.712, 5.358, 13.414
-181.722, 41.531, 5.408, 13.447
-181.718, 41.350, 5.431, 13.480
-181.715, 41.170, 5.424, 13.513
-181.712, 40.990, 5.396, 13.546
-181.709, 40.812, 5.355, 13.579
-181.706, 40.635, 5.309, 13.612
-181.703, 40.460, 5.265, 13.645
-181.700, 40.285, 5.231, 13.678
-181.697, 40.112, 5.211, 13.711
-181.694, 39.939, 5.209, 13.744
-181.691, 39.765, 5.223, 13.777
-181.688, 39.590, 5.254, 13.810
-181.685, 39.413, 5.303, 13.843
-181.682, 39.234, 5.368, 13.876
-181.679, 39.053, 5.452, 13.909
-181.676, 38.868, 5.554, 13.942
-181.673, 38.679, 5.672, 13.975
-181.670, 38.486, 5.795, 14.008
-181.667, 38.289, 5.894, 14.041
-181.664, 38.091, 5.947, 14.074
-181.661, 37.893, 5.952, 14.107
-181.658, 37.696, 5.918, 14.140
-181.655, 37.501, 5.859, 14.173
-181.652, 37.308, 5.781, 14.206
-181.649, 37.119, 5.689, 14.239
-181.646, 36.933, 5.593, 14.272
-181.644, 36.749, 5.504, 14.305
-181.641, 36.569, 5.429, 14.338
-181.638, 36.390, 5.374, 14.371
-181.636, 36.212, 5.340, 14.404
-181.633, 36.034, 5.324, 14.437
-181.631, 35.857, 5.326, 14.470
-181.628, 35.679, 5.345, 14.503
-181.626, 35.499, 5.382, 14.536
-181.623, 35.318, 5.436, 14.569
-181.621, 35.134, 5.509, 14.602
-181.618, 34.948, 5.601, 14.635
-181.616, 34.757, 5.717, 14.668
-181.613, 34.562, 5.858, 14.701
-181.610, 34.362, 6.006, 14.734
-181.608, 34.157, 6.149, 14.767
-181.605, 33.948, 6.278, 14.800
-181.602, 33.736, 6.376, 14.833
-181.599, 33.521, 6.430, 14.866
-181.597, 33.307, 6.435, 14.899
-181.594, 33.094, 6.400, 14.932
-181.591, 32.883, 6.333, 14.965
-181.589, 32.676, 6.242, 14.998
-181.586, 32.471, 6.134, 15.031
-181.584, 32.271, 6.022, 15.064
-181.581, 32.074, 5.919, 15.097
-181.579, 31.880, 5.835, 15.130
-181.577, 31.688, 5.782, 15.163
-181.574, 31.496, 5.762, 15.196
-181.572, 31.304, 5.758, 15.229
-181.570, 31.112, 5.764, 15.262
-181.568, 30.919, 5.785, 15.295
-181.565, 30.725, 5.823, 15.328
-181.563, 30.529, 5.880, 15.361
-181.561, 30.330, 5.955, 15.394
-181.559, 30.128, 6.052, 15.427
-181.557, 29.923, 6.173, 15.460
-181.554, 29.713, 6.303, 15.493
-181.552, 29.498, 6.435, 15.526
-181.550, 29.280, 6.566, 15.559
-181.547, 29.057, 6.691, 15.592
-181.545, 28.830, 6.795, 15.625
-181.543, 28.602, 6.862, 15.658
-181.540, 28.373, 6.880, 15.691
-181.538, 28.144, 6.855, 15.724
-181.536, 27.918, 6.795, 15.757
-181.533, 27.695, 6.708, 15.790
-181.531, 27.475, 6.602, 15.823
-181.529, 27.259, 6.491, 15.856
-181.527, 27.047, 6.385, 15.889
-181.525, 26.837, 6.297, 15.922
-181.523, 26.630, 6.237, 15.955
-181.521, 26.423, 6.212, 15.988
-181.519, 26.216, 6.218, 16.021
-181.517, 26.007, 6.249, 16.054
-181.515, 25.797, 6.299, 16.087
-181.513, 25.585, 6.364, 16.120
-181.511, 25.370, 6.441, 16.153
-181.509, 25.153, 6.528, 16.186
-181.507, 24.932, 6.623, 16.219
-181.505, 24.708, 6.724, 16.252
-181.503, 24.480, 6.830, 16.285
-181.501, 24.249, 6.941, 16.318
-181.499, 24.014, 7.053, 16.351
-181.497, 23.776, 7.163, 16.384
-181.495, 23.534, 7.260, 16.417
-181.493, 23.290, 7.328, 16.450
-181.491, 23.045, 7.352, 16.483
-181.489, 22.801, 7.330, 16.516
-181.487, 22.559, 7.272, 16.549
-181.485, 22.320, 7.188, 16.582
-181.483, 22.084, 7.093, 16.615
-181.481, 21.851, 6.999, 16.648
-181.479, 21.620, 6.919, 16.681
-181.478, 21.392, 6.862, 16.714
-181.476, 21.165, 6.837, 16.747
-181.474, 20.937, 6.840, 16.780
-181.472, 20.708, 6.866, 16.813
-181.470, 20.478, 6.911, 16.846
-181.469, 20.245, 6.969, 16.879
-181.467, 20.011, 7.040, 16.912
-181.465, 19.773, 7.120, 16.945
-181.463, 19.533, 7.208, 16.978
-181.462, 19.290, 7.302, 17.011
-181.460, 19.043, 7.401, 17.044
-181.458, 18.793, 7.505, 17.077
-181.456, 18.540, 7.610, 17.110
-181.454, 18.283, 7.713, 17.143
-181.452, 18.023, 7.802, 17.176
-181.451, 17.761, 7.860, 17.209
-181.449, 17.499, 7.874, 17.242
-181.447, 17.238, 7.842, 17.275
-181.445, 16.979, 7.776, 17.308
-181.443, 16.723, 7.685, 17.341
-181.442, 16.471, 7.581, 17.374
-181.440, 16.222, 7.479, 17.407
-181.438, 15.976, 7.390, 17.440
-181.437, 15.732, 7.323, 17.473
-181.435, 15.489, 7.286, 17.506
-181.434, 15.247, 7.278, 17.539
-181.432, 15.004, 7.294, 17.572
-181.430, 14.760, 7.328, 17.605
-181.429, 14.514, 7.378, 17.638
-181.427, 14.266, 7.440, 17.671
-181.426, 14.015, 7.512, 17.704
-181.424, 13.762, 7.592, 17.737
-181.423, 13.506, 7.680, 17.770
-181.421, 13.247, 7.773, 17.803
-181.420, 12.985, 7.871, 17.836
-181.418, 12.719, 7.973, 17.869
-181.416, 12.450, 8.078, 17.902
-181.415, 12.178, 8.186, 17.935
-181.413, 11.902, 8.294, 17.968
-181.411, 11.622, 8.397, 18.001
-181.410, 11.340, 8.482, 18.034
-181.408, 11.056, 8.532, 18.067
-181.407, 10.771, 8.535, 18.100
-181.405, 10.488, 8.494, 18.133
-181.403, 10.208, 8.422, 18.166
-181.402, 9.931, 8.330, 18.199
-181.400, 9.657, 8.230, 18.232
-181.399, 9.386, 8.134, 18.265
-181.397, 9.118, 8.054, 18.298
-181.396, 8.852, 7.998, 18.331
-181.395, 8.586, 7.971, 18.364
-181.393, 8.321, 7.968, 18.397
-181.392, 8.055, 7.985, 18.430
-181.390, 7.788, 8.020, 18.463
-181.389, 7.519, 8.067, 18.496
-181.387, 7.248, 8.126, 18.529
-181.386, 6.975, 8.194, 18.562
-181.385, 6.699, 8.270, 18.595
-181.383, 6.420, 8.353, 18.628
-181.382, 6.139, 8.441, 18.661
-181.380, 5.855, 8.533, 18.694
-181.379, 5.567, 8.630, 18.727
-181.377, 5.277, 8.729, 18.760
-181.376, 4.983, 8.832, 18.793
-181.375, 4.685, 8.936, 18.826
-181.373, 4.384, 9.040, 18.859
-181.372, 4.080, 9.140, 18.892
-181.370, 3.773, 9.224, 18.925
-181.369, 3.464, 9.276, 18.958
-181.367, 3.155, 9.281, 18.991
-181.366, 2.847, 9.242, 19.024
-181.364, 2.542, 9.169, 19.057
-181.363, 2.239, 9.079, 19.090
-181.361, 1.940, 8.984, 19.123
-181.360, 1.644, 8.895, 19.156
-181.359, 1.351, 8.824, 19.189
-181.357, 1.058, 8.777, 19.222
-181.356, 0.767, 8.755, 19.255
-181.355, 0.475, 8.754, 19.288
-181.353, 0.183, 8.771, 19.321
-181.352, -0.110, 8.803, 19.354
-181.351, -0.405, 8.847, 19.387
-181.349, -0.702, 8.901, 19.420
-181.348, -1.001, 8.964, 19.453
-181.346, -1.302, 9.034, 19.486
-181.345, -1.606, 9.111, 19.519
-181.344, -1.912, 9.192, 19.552
-181.342, -2.221, 9.279, 19.585
-181.341, -2.533, 9.369, 19.618
-181.340, -2.848, 9.462, 19.651
-181.338, -3.167, 9.557, 19.684
-181.337, -3.488, 9.656, 19.717
-181.335, -3.813, 9.755, 19.750
-181.334, -4.141, 9.856, 19.783
-181.333, -4.472, 9.955, 19.816
-181.331, -4.807, 10.045, 19.849
-181.330, -5.144, 10.113, 19.882
-181.328, -5.481, 10.140, 19.915
-181.327, -5.818, 10.120, 19.948
-181.325, -6.153, 10.061, 19.981
-181.324, -6.486, 9.980, 20.014
-181.323, -6.815, 9.889, 20.047
-181.321, -7.141, 9.800, 20.080
-181.320, -7.465, 9.724, 20.113
-181.319, -7.787, 9.669, 20.146
-181.317, -8.108, 9.637, 20.179
-181.316, -8.428, 9.625, 20.212
-181.314, -8.749, 9.630, 20.245
-181.313, -9.071, 9.650, 20.278
-181.312, -9.394, 9.683, 20.311
-181.310, -9.718, 9.726, 20.344
-181.309, -10.044, 9.778, 20.377
-181.308, -10.372, 9.838, 20.410
-181.306, -10.702, 9.904, 20.443
-181.305, -11.034, 9.975, 20.476
-181.303, -11.369, 10.052, 20.509
-181.302, -11.707, 10.132, 20.542
-181.301, -12.047, 10.216, 20.575
-181.299, -12.390, 10.303, 20.608
-181.298, -12.736, 10.393, 20.641
-181.296, -13.086, 10.485, 20.674
-181.295, -13.438, 10.579, 20.707
-181.293, -13.793, 10.674, 20.740
-181.292, -14.152, 10.771, 20.773
-181.290, -14.514, 10.868, 20.806
-181.289, -14.879, 10.965, 20.839
-181.287, -15.247, 11.057, 20.872
-181.286, -15.617, 11.135, 20.905
-181.284, -15.990, 11.183, 20.938
-181.283, -16.362, 11.185, 20.971
-181.281, -16.733, 11.143, 21.004
-181.280, -17.102, 11.070, 21.037
-181.278, -17.468, 10.978, 21.070
-181.277, -17.830, 10.882, 21.103
-181.275, -18.189, 10.790, 21.136
-181.274, -18.546, 10.714, 21.169
-181.272, -18.901, 10.659, 21.202
-181.271, -19.255, 10.623, 21.235
-181.269, -19.608, 10.606, 21.268
-181.268, -19.962, 10.604, 21.301
-181.266, -20.315, 10.617, 21.334
-181.265, -20.670, 10.641, 21.367
-181.263, -21.026, 10.675, 21.400
-181.262, -21.383, 10.719, 21.433
-181.260, -21.742, 10.769, 21.466
-181.259, -22.103, 10.826, 21.499
-181.257, -22.466, 10.889, 21.532
-181.256, -22.831, 10.956, 21.565
-181.254, -23.199, 11.028, 21.598
-181.253, -23.569, 11.103, 21.631
-181.251, -23.941, 11.182, 21.664
-181.249, -24.317, 11.263, 21.697
-181.248, -24.695, 11.347, 21.730
-181.246, -25.075, 11.434, 21.763
-181.244, -25.459, 11.522, 21.796
-181.243, -25.846, 11.613, 21.829
-181.241, -26.236, 11.704, 21.862
-181.239, -26.628, 11.798, 21.895
-181.238, -27.024, 11.892, 21.928
-181.236, -27.423, 11.988, 21.961
-181.234, -27.826, 12.084, 21.994
-181.233, -28.231, 12.181, 22.027
-181.231, -28.640, 12.279, 22.060
-181.229, -29.052, 12.375, 22.093
-181.227, -29.467, 12.468, 22.126
-181.225, -29.884, 12.548, 22.159
-181.224, -30.304, 12.601, 22.192
-181.222, -30.724, 12.612, 22.225
-181.220, -31.143, 12.576, 22.258
-181.218, -31.559, 12.511, 22.291
-181.216, -31.973, 12.432, 22.324
-181.215, -32.384, 12.349, 22.357
-181.213, -32.793, 12.273, 22.390
-181.211, -33.200, 12.213, 22.423
-181.209, -33.605, 12.169, 22.456
-181.207, -34.009, 12.142, 22.489
-181.206, -34.413, 12.128, 22.522
-181.204, -34.818, 12.128, 22.555
-181.202, -35.222, 12.138, 22.588
-181.200, -35.627, 12.159, 22.621
-181.198, -36.034, 12.188, 22.654
-181.196, -36.441, 12.225, 22.687
-181.194, -36.850, 12.269, 22.720
-181.192, -37.261, 12.318, 22.753
-181.190, -37.673, 12.373, 22.786
-181.189, -38.087, 12.432, 22.819
-181.187, -38.504, 12.496, 22.852
-181.185, -38.923, 12.563, 22.885
-181.183, -39.344, 12.634, 22.918
-181.181, -39.767, 12.708, 22.951
-181.179, -40.193, 12.784, 22.984
-181.176, -40.621, 12.863, 23.017
